Frame,Inference(ms),Process(ms),Display(ms),Total(ms),FPS
3344,23.6,4.2,3.4,31.2,32.1
3345,24.7,4.7,3.4,32.8,30.5
3346,22.0,4.3,3.4,29.7,33.6
3347,23.2,4.6,3.4,31.2,32.1
3348,21.6,4.7,3.4,29.7,33.7
3349,24.7,4.6,3.4,32.8,30.5
3350,22.7,4.7,3.4,30.8,32.5
3351,22.8,4.7,3.5,31.0,32.3
3352,22.3,4.2,3.4,29.9,33.4
3353,24.2,4.6,3.4,32.2,31.0
3354,22.3,4.4,3.5,30.1,33.2
3355,36.0,4.3,3.5,43.8,22.8
3356,33.6,4.3,3.4,41.3,24.2
3357,31.2,4.8,3.4,39.4,25.4
3358,33.5,4.7,3.4,41.6,24.1
3359,34.2,4.8,3.4,42.3,23.6
3360,23.7,4.3,3.4,31.4,31.8
3361,23.7,4.3,3.4,31.3,31.9
3362,23.7,4.3,3.4,31.4,31.9
3363,18.5,4.5,3.4,26.3,38.0
3364,20.6,4.3,3.4,28.3,35.4
3365,22.2,4.4,4.1,30.7,32.6
3366,21.7,4.3,3.4,29.3,34.1
3367,20.5,4.2,3.4,28.2,35.5
3368,21.7,4.3,3.4,29.4,34.0
3369,21.0,4.3,3.4,28.6,34.9
3370,22.2,4.3,3.4,30.0,33.4
3371,21.8,4.7,3.4,29.8,33.5
3372,23.0,4.7,3.4,31.1,32.2
3373,21.6,4.3,3.4,29.3,34.1
3374,21.8,4.3,3.4,29.5,33.9
3375,22.9,4.2,3.4,30.5,32.7
3376,22.1,4.3,3.4,29.8,33.6
3377,24.1,4.6,3.4,32.2,31.1
3378,23.4,4.6,3.4,31.4,31.8
3379,21.9,4.2,3.4,29.6,33.8
3380,22.9,4.3,3.4,30.6,32.7
3381,24.0,4.3,3.4,31.8,31.5
3382,22.4,4.3,3.4,30.1,33.3
3383,23.1,4.3,3.4,30.8,32.4
3384,23.7,4.4,3.4,31.5,31.8
3385,34.9,4.6,3.4,42.9,23.3
3386,36.7,4.7,3.4,44.9,22.3
3387,27.8,4.8,3.4,36.0,27.8
3388,23.0,4.6,3.4,31.0,32.2
3389,25.8,4.6,3.4,33.8,29.6
3390,22.4,4.7,3.4,30.5,32.8
3391,21.3,4.3,3.4,29.0,34.5
3392,21.8,4.3,3.4,29.4,34.0
3393,23.5,4.3,3.4,31.2,32.1
3394,24.9,4.6,3.4,33.0,30.3
3395,23.2,4.6,3.4,31.2,32.0
3396,23.1,4.6,3.4,31.1,32.1
3397,22.6,4.7,3.4,30.7,32.5
3398,22.7,4.6,3.4,30.7,32.5
3399,22.8,4.6,3.4,30.7,32.6
3400,22.4,4.3,3.4,30.1,33.2
3401,23.2,4.6,3.4,31.2,32.1
3402,23.4,4.6,3.4,31.5,31.8
3403,23.4,4.6,3.4,31.4,31.8
3404,23.1,4.6,3.4,31.0,32.2
3405,23.2,4.6,3.4,31.2,32.0
3406,23.4,4.7,3.4,31.5,31.8
3407,22.7,4.6,3.4,30.7,32.6
3408,22.4,4.6,3.4,30.3,33.0
3409,23.5,4.6,3.4,31.5,31.7
3410,23.1,4.7,3.4,31.3,32.0
3411,22.9,4.7,3.4,31.1,32.2
3412,22.6,4.6,3.4,30.7,32.6
3413,23.1,4.7,3.4,31.2,32.0
3414,23.3,4.7,3.4,31.4,31.9
3415,26.0,4.8,3.5,34.3,29.2
3416,31.9,4.8,3.5,40.2,24.9
3417,30.8,4.8,3.4,39.1,25.6
3418,34.2,4.7,3.4,42.3,23.6
3419,29.9,4.7,3.5,38.1,26.3
3420,23.1,4.6,3.4,31.1,32.2
3421,24.9,4.8,3.4,33.0,30.3
3422,22.0,4.7,3.4,30.2,33.2
3423,21.8,4.7,3.4,30.0,33.4
3424,23.0,4.7,3.4,31.1,32.1
3425,22.7,4.6,3.4,30.8,32.5
3426,21.8,4.7,3.4,29.9,33.5
3427,21.7,4.6,3.4,29.7,33.7
3428,21.7,4.7,3.4,29.8,33.5
3429,22.3,4.6,3.4,30.3,33.0
3430,22.9,4.6,3.4,30.9,32.4
3431,22.3,4.8,3.4,30.5,32.8
3432,20.9,4.3,3.4,28.5,35.0
3433,21.7,4.3,3.4,29.3,34.1
3434,22.4,4.7,3.4,30.5,32.8
3435,22.9,4.7,3.4,31.1,32.2
3436,22.0,4.3,3.4,29.7,33.7
3437,21.4,4.3,3.4,29.1,34.3
3438,22.6,4.3,3.4,30.3,33.0
3439,24.3,4.7,3.4,32.3,30.9
3440,23.3,4.6,3.4,31.3,32.0
3441,23.8,4.6,3.4,31.9,31.4
3442,23.8,4.6,3.4,31.9,31.4
3443,23.2,4.7,3.4,31.3,31.9
3444,21.6,4.4,3.5,29.4,34.0
3445,22.7,4.3,3.4,30.4,32.9
3446,23.9,4.3,3.4,31.6,31.6
3447,26.4,4.4,3.5,34.3,29.2
3448,30.4,4.3,3.4,38.2,26.2
3449,30.4,4.4,3.4,38.1,26.2
3450,24.7,4.7,3.4,32.7,30.5
3451,22.7,4.6,3.4,30.6,32.6
3452,22.6,4.6,3.3,30.6,32.7
3453,25.3,4.6,3.4,33.3,30.0
3454,23.5,4.6,3.4,31.5,31.7
3455,25.3,4.7,3.4,33.4,30.0
3456,25.9,4.6,3.4,33.9,29.5
3457,26.0,4.3,3.4,33.6,29.7
3458,24.1,4.7,3.4,32.2,31.1
3459,23.6,4.7,3.4,31.7,31.6
3460,23.0,4.6,3.4,31.1,32.2
3461,22.5,4.6,3.4,30.5,32.7
3462,22.5,4.6,3.4,30.5,32.8
3463,22.7,4.7,3.4,30.8,32.5
3464,22.3,4.3,3.3,29.9,33.5
3465,21.7,4.3,3.4,29.4,34.0
3466,25.9,4.7,3.4,34.0,29.4
3467,22.9,4.7,3.4,31.0,32.2
3468,23.5,4.7,3.4,31.6,31.7
3469,21.8,4.6,3.4,29.9,33.5
3470,21.8,4.3,3.4,29.6,33.8
